start_date,end_date,pollster,client,area,sample_size,conservative,labour,liberal_democrat,scottish_national_party,green,reform,other
2022-10-09,2022-10-09,Redfield & Wilton,NA,GB,2000,0.25,0.54,0.1,0.03,0.04,0.03,0.009999999999999898
2022-10-06,2022-10-07,YouGov,The Times,GB,1737,0.22,0.52,0.09,0.05,0.06,0.05,0.009999999999999898
2022-10-06,2022-10-07,Deltapoll,NA,GB,1034,0.26,0.51,0.09,0.04,0.04,0.02,0.039999999999999925
2022-10-06,2022-10-07,Omnisis,NA,GB,1328,0.24,0.51,0.1,0.03,0.05,0.04,0.029999999999999916
2022-10-05,2022-10-07,Opinium,The Observer,UK,2023,0.26,0.47,0.11,0.03,0.06,NA,0.06999999999999995
2022-10-06,2022-10-06,PeoplePolling,GB News,GB,1512,0.2,0.52,0.08,0.05,0.07,0.04,0.039999999999999925
2022-10-05,2022-10-06,Techne,NA,UK,1636,0.26,0.48,0.1,0.04,0.06,NA,0.05999999999999994
2022-10-05,2022-10-05,Redfield & Wilton,NA,GB,1500,0.24,0.52,0.1,0.04,0.05,0.03,0.019999999999999907
2022-10-02,2022-10-02,Redfield & Wilton,NA,GB,2000,0.24,0.52,0.1,0.05,0.05,0.03,0.009999999999999898
2022-09-30,2022-10-02,Savanta ComRes,NA,UK,2113,0.25,0.5,0.11,0.03,0.03,NA,0.07999999999999996
2022-09-29,2022-09-30,Opinium,The Observer,UK,1468,0.27,0.46,0.09,0.04,0.06,NA,0.07999999999999996
2022-09-29,2022-09-30,Omnisis,NA,GB,1320,0.23,0.55,0.07,0.05,0.05,0.03,0.019999999999999796
2022-09-28,2022-09-29,PeoplePolling,GB News,GB,2216,0.2,0.5,0.09,0.05,0.08,0.03,0.04999999999999993
2022-09-29,2022-09-29,Survation,NA,UK,1329,0.28,0.49,0.1,0.05,0.01,0.02,0.04999999999999993
2022-09-28,2022-09-29,Techne,NA,UK,1625,0.27,0.47,0.11,0.04,0.06,NA,0.04999999999999993
2022-09-28,2022-09-29,YouGov,The Times,GB,1712,0.21,0.54,0.07,0.05,0.06,0.04,0.029999999999999805
2022-09-28,2022-09-29,Redfield & Wilton,NA,GB,2500,0.29,0.46,0.13,0.03,0.04,0.04,0.009999999999999898
2022-09-27,2022-09-29,BMG Research,NA,GB,1516,0.3,0.47,0.09,0.04,0.05,0.03,0.020000000000000018
2022-09-27,2022-09-29,Deltapoll,Daily Mirror,GB,1613,0.29,0.48,0.09,0.04,0.04,0.02,0.040000000000000036
2022-09-23,2022-09-27,FindOutNow,Channel 4,GB,10435,0.27,0.45,0.1,0.05,0.07,0.03,0.029999999999999916
2022-09-23,2022-09-26,Omnisis,NA,GB,1307,0.32,0.44,0.1,0.04,0.05,0.04,0.009999999999999898
2022-09-22,2022-09-26,Kantar Public,NA,GB,1141,0.35,0.39,0.1,0.05,0.04,0.03,0.039999999999999925
2022-09-25,2022-09-25,Redfield & Wilton,NA,GB,2000,0.31,0.44,0.11,0.04,0.06,0.02,0.019999999999999907
2022-09-23,2022-09-25,Savanta ComRes,MHP,UK,2259,0.29,0.43,0.12,0.05,0.04,NA,0.06999999999999995
2022-09-23,2022-09-25,YouGov,The Times,GB,1730,0.28,0.45,0.09,0.04,0.07,0.03,0.039999999999999925
2022-09-22,2022-09-25,Deltapoll,NA,GB,2192,0.31,0.44,0.12,0.04,0.04,0.02,0.029999999999999916
2022-09-21,2022-09-23,Opinium[b],NA,UK,NA,0.34,0.39,0.1,0.04,0.07,NA,0.05999999999999994
2022-09-21,2022-09-22,YouGov,The Times,GB,1713,0.32,0.4,0.09,0.05,0.08,0.03,0.029999999999999916
2022-09-21,2022-09-22,Techne,NA,UK,1639,0.34,0.41,0.11,0.04,0.05,NA,0.04999999999999993
2022-09-21,2022-09-21,Redfield & Wilton,NA,GB,2000,0.32,0.42,0.12,0.04,0.05,0.04,0.009999999999999898
2022-09-21,2022-09-21,PeoplePolling,GB News,GB,1298,0.28,0.4,0.1,0.06,0.08,0.04,0.040000000000000036
2022-09-16,2022-09-20,Deltapoll,NA,GB,2084,0.32,0.42,0.1,0.04,0.06,0.02,0.039999999999999925
2022-09-18,2022-09-18,Redfield & Wilton,NA,GB,2000,0.34,0.42,0.1,0.04,0.05,0.03,0.019999999999999907
2022-09-15,2022-09-16,Savanta ComRes,Labour List,UK,6226,0.33,0.45,0.1,NA,0.04,0.03,0.04999999999999993
2022-09-14,2022-09-15,Techne,NA,UK,1647,0.35,0.41,0.1,0.04,0.05,NA,0.050000000000000044
2022-09-07,2022-09-15,Ipsos MORI,NA,GB,1000,0.3,0.4,0.13,0.05,0.08,0.01,0.029999999999999916
2022-09-13,2022-09-13,PeoplePolling,GB News,GB,1245,0.28,0.4,0.1,0.04,0.06,0.05,0.06999999999999995
2022-09-11,2022-09-12,YouGov,The Times,GB,1727,0.32,0.42,0.1,0.04,0.07,0.02,0.029999999999999916
2022-09-09,2022-09-12,Deltapoll,NA,GB,1573,0.32,0.44,0.09,0.04,0.04,0.02,0.04999999999999993
2022-09-11,2022-09-11,Savanta ComRes,Daily Mail,UK,2272,0.35,0.42,0.1,0.04,0.03,0.03,0.029999999999999916
2022-09-07,2022-09-08,Techne,NA,GB,1628,0.34,0.42,0.11,0.04,0.04,NA,0.04999999999999993
2022-09-07,2022-09-07,PeoplePolling,GB News,GB,1162,0.28,0.4,0.09,0.05,0.07,0.04,0.06999999999999995
2022-09-07,2022-09-07,Redfield & Wilton,NA,GB,2000,0.3,0.42,0.14,0.05,0.06,0.02,0.009999999999999898
2022-09-06,2022-09-07,YouGov,The Times,GB,1688,0.29,0.44,0.1,0.05,0.07,0.03,0.019999999999999907
2022-09-04,2022-09-04,Redfield & Wilton,NA,GB,2000,0.31,0.43,0.12,0.05,0.06,0.03,0
2022-09-01,2022-09-02,Opinium,The Observer,UK,1516,0.34,0.38,0.12,0.04,0.06,NA,0.05999999999999994
2022-09-01,2022-09-02,Techne,NA,GB,1628,0.32,0.42,0.12,0.04,0.05,NA,0.04999999999999993
2022-08-31,2022-09-02,Deltapoll,NA,GB,1573,0.31,0.42,0.1,0.05,0.06,0.03,0.029999999999999916
2022-08-31,2022-09-01,YouGov,The Times,GB,1711,0.28,0.43,0.11,0.05,0.06,0.03,0.039999999999999925
2022-08-31,2022-08-31,Survation[d],NA,UK,1013,0.33,0.43,0.11,0.04,0.03,0.05,0.009999999999999898
2022-08-31,2022-08-31,Redfield & Wilton,NA,GB,2000,0.31,0.42,0.12,0.04,0.07,0.03,0.009999999999999898
2022-08-30,2022-08-30,PeoplePolling,GB News,GB,1203,0.25,0.42,0.1,0.05,0.07,0.04,0.06999999999999995
2022-08-26,2022-08-30,Deltapoll,The Mirror,GB,1600,0.31,0.44,0.12,0.04,0.04,0.02,0.029999999999999916
2022-08-28,2022-08-28,Redfield & Wilton,NA,GB,2000,0.33,0.42,0.13,0.03,0.04,0.04,0.009999999999999898
2022-08-24,2022-08-25,Techne,NA,GB,1630,0.33,0.41,0.11,0.04,0.06,NA,0.04999999999999993
2022-08-24,2022-08-25,Redfield & Wilton,NA,GB,1500,0.33,0.42,0.12,0.04,0.05,0.02,0.019999999999999907
2022-08-23,2022-08-24,YouGov,The Times,GB,2007,0.31,0.39,0.11,0.05,0.07,0.05,0.019999999999999907
2022-08-22,2022-08-22,PeoplePolling,GB News,GB,1235,0.26,0.4,0.11,0.06,0.06,0.05,0.06000000000000005
2022-08-19,2022-08-22,Deltapoll,NA,GB,1591,0.31,0.43,0.11,0.05,0.06,0.02,0.019999999999999907
2022-08-18,2022-08-22,Kantar Public,NA,GB,1106,0.33,0.4,0.14,0.04,0.06,0.02,0.009999999999999898
2022-08-21,2022-08-21,Redfield & Wilton,NA,GB,2000,0.31,0.43,0.13,0.05,0.05,0.03,0
2022-08-18,2022-08-19,Opinium,The Observer,UK,1527,0.31,0.39,0.1,0.03,0.07,NA,0.09999999999999998
2022-08-16,2022-08-18,BMG,NA,UK,2091,0.32,0.42,0.11,0.05,0.04,0.03,0.029999999999999916
2022-08-16,2022-08-17,YouGov,The Times,GB,1696,0.28,0.43,0.11,0.05,0.07,0.04,0.019999999999999907
2022-08-14,2022-08-14,Redfield & Wilton,NA,GB,2000,0.34,0.41,0.12,0.04,0.05,0.03,0.009999999999999898
2022-08-10,2022-08-12,Techne,NA,GB,1641,0.35,0.39,0.12,0.04,0.05,NA,0.04999999999999993
2022-08-09,2022-08-10,YouGov,The Times,GB,1809,0.3,0.39,0.12,0.05,0.06,0.04,0.039999999999999925
2022-08-08,2022-08-08,Redfield & Wilton,NA,GB,2000,0.35,0.4,0.12,0.04,0.05,0.03,0.009999999999999898
2022-08-03,2022-08-08,Opinium,The Observer,GB,2010,0.34,0.37,0.12,0.04,0.06,NA,0.06999999999999995
2022-08-04,2022-08-05,YouGov,The Times,GB,1968,0.33,0.37,0.11,0.05,0.08,0.03,0.029999999999999916
2022-08-04,2022-08-04,Redfield & Wilton,NA,GB,1500,0.32,0.4,0.13,0.04,0.04,0.04,0.029999999999999916
2022-08-03,2022-08-04,Techne,NA,GB,1630,0.34,0.39,0.13,0.04,0.05,NA,0.04999999999999993
2022-07-28,2022-08-01,Kantar Public,NA,GB,1096,0.32,0.36,0.13,0.06,0.08,0.04,0.010000000000000009
2022-07-31,2022-07-31,Redfield & Wilton,NA,GB,2000,0.34,0.38,0.11,0.04,0.07,0.04,0.019999999999999907
2022-07-27,2022-07-28,YouGov,The Times,GB,1797,0.34,0.35,0.13,0.05,0.07,0.03,0.029999999999999916
2022-07-27,2022-07-28,Techne,NA,UK,1645,0.33,0.4,0.12,0.04,0.06,NA,0.04999999999999993
2022-07-27,2022-07-27,Redfield & Wilton,NA,GB,1500,0.33,0.41,0.11,0.04,0.05,0.04,0.019999999999999907
2022-07-21,2022-07-27,Ipsos MORI,Evening Standard,GB,1052,0.3,0.44,0.1,0.05,0.08,0.01,0.019999999999999907
2022-07-24,2022-07-24,Redfield & Wilton,NA,GB,2000,0.34,0.4,0.12,0.04,0.05,0.03,0.019999999999999907
2022-07-22,2022-07-24,Savanta ComRes,The Independent,UK,2272,0.29,0.42,0.12,0.03,0.04,0.04,0.05999999999999994
2022-07-21,2022-07-23,Deltapoll,Mail on Sunday,GB,1588,0.31,0.42,0.1,0.04,0.06,0.03,0.039999999999999925
2022-07-21,2022-07-22,YouGov,The Times,GB,1692,0.32,0.39,0.12,0.04,0.08,0.04,0.009999999999999898
2022-07-21,2022-07-22,Opinium,The Observer,GB,2001,0.34,0.37,0.13,0.03,0.07,NA,0.05999999999999994
2022-07-21,2022-07-21,Techne,NA,UK,1645,0.32,0.41,0.12,0.04,0.06,NA,0.04999999999999993
2022-07-21,2022-07-21,Savanta ComRes,Daily Express,UK,2109,0.33,0.44,0.09,0.03,0.03,0.03,0.04999999999999993
2022-07-20,2022-07-21,Redfield & Wilton,NA,GB,1500,0.35,0.44,0.09,0.03,0.05,0.03,0.010000000000000009
2022-07-14,2022-07-18,Kantar Public,NA,GB,1077,0.33,0.37,0.13,0.04,0.07,0.04,0.019999999999999907
2022-07-17,2022-07-17,Redfield & Wilton,NA,GB,2000,0.32,0.42,0.12,0.04,0.05,0.03,0.019999999999999907
2022-07-15,2022-07-17,Savanta ComRes,NA,UK,1980,0.3,0.43,0.11,0.04,0.04,0.03,0.04999999999999993
2022-07-14,2022-07-14,Techne,NA,UK,1645,0.31,0.4,0.13,0.04,0.06,NA,0.05999999999999994
2022-07-13,2022-07-14,YouGov,The Times,GB,1733,0.29,0.4,0.13,0.04,0.07,0.04,0.029999999999999916
2022-07-12,2022-07-14,J&L Partners,The Sunday Telegraph,GB,4434,0.31,0.42,0.12,0.04,0.06,0.03,0.019999999999999907
2022-07-10,2022-07-10,Redfield & Wilton,NA,GB,2000,0.31,0.42,0.12,0.04,0.05,0.05,0.009999999999999898
2022-07-08,2022-07-10,Savanta ComRes,NA,UK,2168,0.28,0.43,0.12,0.04,0.04,0.03,0.05999999999999994
2022-07-06,2022-07-08,Opinium,The Observer,GB,2000,0.33,0.38,0.12,0.03,0.06,NA,0.07999999999999996
2022-07-07,2022-07-07,Techne,NA,UK,1644,0.29,0.41,0.14,0.04,0.06,NA,0.05999999999999994
2022-07-07,2022-07-07,Redfield & Wilton,NA,GB,1500,0.31,0.43,0.12,0.03,0.07,0.02,0.019999999999999907
2022-07-06,2022-07-07,YouGov,The Times,GB,1687,0.29,0.4,0.15,0.05,0.06,0.03,0.019999999999999907
2022-07-03,2022-07-03,Redfield & Wilton,NA,GB,2000,0.35,0.41,0.11,0.03,0.05,0.05,0
2022-07-01,2022-07-03,Savanta ComRes,NA,UK,2106,0.32,0.41,0.11,0.04,0.03,0.04,0.04999999999999993
2022-06-28,2022-07-01,BMG,The Independent,UK,1521,0.32,0.42,0.11,0.04,0.04,0.04,0.029999999999999916
2022-06-29,2022-06-30,Techne,NA,UK,1632,0.33,0.39,0.13,0.04,0.05,NA,0.05999999999999994
2022-06-29,2022-06-30,Redfield & Wilton,NA,GB,1500,0.32,0.4,0.13,0.05,0.05,0.03,0.019999999999999907
2022-06-28,2022-06-29,YouGov,The Times,GB,1671,0.33,0.36,0.13,0.05,0.06,0.03,0.039999999999999925
2022-06-22,2022-06-29,Ipsos MORI,NA,GB,1059,0.3,0.41,0.15,0.05,0.06,0.01,0.019999999999999907
2022-06-27,2022-06-27,Survation,NA,UK,1017,0.35,0.43,0.11,0.03,0.02,NA,0.05999999999999994
2022-06-26,2022-06-26,Redfield & Wilton,NA,GB,2000,0.33,0.41,0.15,0.04,0.04,0.03,0
2022-06-24,2022-06-26,Savanta ComRes,The Independent,UK,2217,0.34,0.41,0.1,0.05,0.05,0.01,0.039999999999999925
2022-06-22,2022-06-24,Opinium,The Observer,GB,2000,0.34,0.37,0.11,0.04,0.06,NA,0.07999999999999996
2022-06-22,2022-06-23,YouGov,The Times,GB,1671,0.34,0.39,0.09,0.04,0.08,0.04,0.019999999999999907
2022-06-22,2022-06-23,Techne,NA,UK,1630,0.32,0.38,0.14,0.04,0.06,NA,0.05999999999999994
2022-06-22,2022-06-22,Redfield & Wilton,NA,GB,2000,0.32,0.41,0.13,0.04,0.05,0.04,0.009999999999999898
2022-06-16,2022-06-20,Kantar Public,NA,GB,1141,0.34,0.36,0.13,0.04,0.05,0.04,0.039999999999999925
2022-06-19,2022-06-19,Redfield & Wilton,NA,GB,2000,0.33,0.4,0.13,0.04,0.05,0.05,0
2022-06-17,2022-06-19,Savanta ComRes,NA,UK,2050,0.31,0.42,0.1,0.04,0.05,0.03,0.04999999999999993
2022-06-15,2022-06-16,Techne,NA,UK,1612,0.33,0.39,0.13,0.04,0.05,NA,0.05999999999999994
2022-06-15,2022-06-16,YouGov,The Times,GB,1727,0.33,0.39,0.1,0.04,0.06,0.04,0.039999999999999925
2022-06-15,2022-06-15,Redfield & Wilton,NA,GB,2000,0.34,0.42,0.12,0.03,0.04,0.03,0.019999999999999907
2022-06-12,2022-06-12,Redfield & Wilton,NA,GB,2000,0.32,0.39,0.15,0.05,0.06,0.02,0.009999999999999898
2022-06-10,2022-06-12,SavantaComRes,NA,UK,2237,0.34,0.4,0.1,0.04,0.04,0.02,0.05999999999999994
2022-06-10,2022-06-10,Survation,NA,UK,2053,0.34,0.41,0.1,0.04,0.03,NA,0.07999999999999996
2022-06-10,2022-06-10,Techne,NA,UK,1632,0.33,0.39,0.12,0.04,0.06,NA,0.05999999999999994
2022-06-08,2022-06-10,Opinium,The Observer,GB,2002,0.34,0.36,0.13,0.03,0.06,NA,0.07999999999999996
2022-06-08,2022-06-09,YouGov,The Times,GB,1727,0.32,0.39,0.11,0.05,0.07,0.03,0.029999999999999916
2022-06-08,2022-06-09,Redfield & Wilton,NA,GB,2000,0.32,0.4,0.13,0.04,0.05,0.04,0.019999999999999907
